InventoryID,ProductID,StoreID,InventoryDate,StockLevel
194,127,43,2023-09-13,73
195,141,16,2023-01-18,0
196,131,16,2023-05-19,83
197,29,16,2023-05-23,26
198,147,42,2023-10-29,91
199,30,20,2023-07-16,14
200,69,38,2023-06-03,89
201,199,6,2023-02-13,1
202,140,45,2023-01-31,52
203,94,5,2023-05-23,13
204,139,20,2023-11-09,43
205,194,8,2023-07-16,26
206,11,22,2023-09-11,57
207,195,11,2023-01-10,18
208,185,2,2023-07-15,18
209,113,35,2023-07-16,92
210,140,21,2023-08-16,82
211,56,3,2023-01-23,100
212,109,30,2023-04-25,15
213,27,43,2023-04-16,47
214,189,28,2023-07-14,41
215,168,37,2023-04-05,52
216,193,33,2023-12-04,48
217,64,27,2023-08-09,84
218,77,18,2023-09-30,66
219,9,2,2023-01-27,87
220,116,45,2023-12-05,35
221,68,31,2023-06-06,56
222,90,38,2023-01-17,84
223,23,2,2023-10-05,25
224,113,21,2023-06-28,81
225,31,25,2023-01-14,18
226,199,37,2023-11-08,26
227,61,25,2023-06-22,49
228,54,21,2023-05-15,45
229,189,37,2023-10-30,24
230,151,7,2023-04-21,85
231,177,32,2023-01-15,84
232,90,7,2023-06-24,31
233,182,45,2023-11-15,62
234,157,44,2023-08-11,62
235,162,14,2023-08-07,35
236,110,22,2023-01-30,55
237,43,32,2023-02-25,6
238,158,33,2023-10-11,32
239,36,49,2023-07-18,0
240,53,43,2023-12-14,55
241,53,22,2023-05-28,59
242,16,11,2023-10-01,20
243,146,40,2023-08-26,7
244,90,20,2023-08-06,100
245,137,24,2023-10-21,7
246,72,28,2023-10-18,95
247,153,13,2023-09-23,58
248,138,32,2023-05-14,67
249,44,41,2023-03-25,37
250,83,5,2023-07-15,26
251,181,35,2023-08-28,52
252,75,14,2023-05-02,14
253,75,19,2023-03-09,36
254,147,17,2023-01-08,18
255,69,4,2023-05-24,36
256,132,20,2023-12-16,35
257,174,37,2023-05-21,22
258,25,26,2023-02-13,54
259,35,15,2023-05-08,98
260,193,40,2023-10-05,1
261,106,48,2023-06-01,60
262,16,6,2023-06-22,100
263,71,46,2023-10-20,97
264,168,38,2023-07-22,67
265,33,7,2023-01-20,8
266,180,38,2023-11-12,75
267,34,22,2023-05-21,58
268,64,18,2023-07-05,44
269,38,5,2023-05-18,38
270,183,37,2023-12-04,82
271,83,34,2023-05-09,28
272,64,31,2023-12-01,57
273,195,28,2023-11-08,25
274,174,14,2023-01-07,88
275,101,23,2023-03-05,35
276,126,5,2023-06-07,61
277,37,42,2023-10-19,49
278,148,20,2023-12-05,34
279,162,33,2023-06-14,20
280,69,20,2023-05-16,61
281,161,28,2023-04-02,28
282,107,43,2023-08-16,56
283,97,35,2023-08-25,17
284,116,21,2023-01-09,2
285,20,13,2023-08-14,99
286,163,27,2023-01-05,30
287,197,26,2023-08-27,82
288,24,17,2023-01-19,62
289,104,40,2023-07-03,49
290,132,33,2023-09-03,28
291,192,30,2023-11-23,70
292,72,43,2023-10-12,65
293,178,49,2023-04-22,82
294,95,36,2023-07-29,18
295,117,12,2023-01-30,14
296,125,2,2023-10-24,34
297,84,41,2023-02-10,92
298,149,46,2023-05-22,47
299,1,34,2023-11-09,66
300,199,12,2023-10-10,32
301,188,37,2023-06-10,88
302,24,32,2023-02-02,12
303,188,14,2023-08-14,34
304,118,43,2023-04-03,84
305,163,48,2023-05-13,66
306,171,30,2023-05-22,39
307,179,18,2023-05-13,95
308,92,41,2023-09-11,51
309,17,35,2023-03-07,2
310,137,40,2023-04-27,8
311,102,50,2023-11-19,72
312,56,28,2023-03-31,13
313,110,37,2023-03-17,30
314,55,47,2023-11-13,36
315,127,41,2023-12-02,32
316,69,4,2023-01-26,31
317,83,34,2023-04-30,96
318,73,13,2023-02-28,85
319,87,24,2023-12-02,71
320,141,30,2023-01-20,78
321,148,10,2023-04-05,73
322,34,16,2023-12-17,67
323,145,10,2023-09-17,23
324,125,48,2023-08-14,80
325,88,44,2023-10-24,63
326,175,49,2023-06-12,67
327,196,20,2023-01-22,0
328,13,28,2023-10-11,19
329,12,27,2023-04-27,2
330,26,21,2023-02-01,41
331,161,5,2023-05-13,98
332,118,41,2023-05-12,88
333,5,14,2023-01-09,98
334,32,27,2023-12-14,70
335,41,18,2023-06-30,53
336,113,19,2023-10-04,72
337,117,42,2023-01-23,43
338,1,11,2023-11-04,0
339,110,17,2023-05-01,61
340,52,44,2023-06-29,24
341,177,39,2023-02-25,23
342,34,16,2023-02-09,13
343,167,26,2023-09-17,93
344,78,16,2023-08-16,39
345,41,8,2023-02-27,92
346,71,10,2023-09-19,97
347,24,13,2023-02-09,54
348,168,2,2023-05-02,32
349,93,16,2023-04-15,89
350,65,20,2023-06-16,34
351,22,30,2023-10-20,75
352,96,32,2023-07-10,25
353,171,36,2023-12-15,80
354,167,28,2023-08-01,51
355,43,28,2023-02-06,85
356,14,42,2023-11-25,77
357,102,3,2023-08-07,72
358,161,13,2023-05-25,72
359,79,11,2023-03-15,45
360,186,18,2023-01-13,12
361,180,9,2023-06-17,48
362,194,2,2023-11-07,60
363,60,17,2023-07-04,79
364,110,18,2023-06-21,25
365,168,43,2023-07-28,31
366,24,36,2023-11-30,41
367,181,12,2023-07-11,5
368,25,42,2023-08-29,43
369,1,3,2023-05-31,45
370,55,47,2023-11-15,60
371,123,32,2023-01-16,97
372,20,2,2023-03-24,30
373,34,4,2023-07-08,68
374,152,6,2023-01-23,42
375,58,21,2023-05-29,63
376,133,39,2023-03-18,29
377,175,20,2023-10-30,55
378,114,5,2023-01-14,71
379,3,27,2023-02-24,2
380,3,24,2023-11-08,88
381,179,43,2023-04-19,9
382,88,43,2023-06-10,13
383,31,6,2023-09-19,72
384,109,26,2023-09-18,17
385,178,47,2023-10-25,29
386,34,9,2023-12-31,52
387,123,16,2023-06-26,5
388,19,8,2023-04-21,26
389,59,37,2023-07-13,59
390,99,48,2023-10-26,52
391,23,33,2023-01-17,68
392,188,8,2023-12-03,94
393,27,34,2023-03-18,9
394,27,43,2023-07-15,13
395,81,38,2023-11-29,87
396,95,50,2023-02-10,70
397,77,34,2023-02-09,56
398,36,17,2023-04-25,91
399,98,32,2023-10-17,17
400,199,6,2023-09-15,28
401,193,16,2023-10-22,94
402,35,39,2023-11-19,27
403,165,8,2023-10-08,27
404,174,50,2023-08-03,47
405,37,21,2023-10-03,12
406,18,22,2023-03-04,4
407,136,38,2023-09-28,32
408,145,48,2023-01-27,1
409,3,25,2023-11-07,75
410,157,48,2023-08-30,52
411,167,48,2023-12-04,15
412,43,16,2023-09-26,35
413,113,28,2023-09-24,82
414,90,14,2023-08-14,75
415,185,10,2023-06-12,57
416,55,7,2023-05-18,26
417,161,12,2023-04-10,11
418,192,14,2023-10-22,43
419,39,18,2023-05-31,30
420,106,29,2023-05-05,78
421,158,27,2023-06-18,15
422,176,17,2023-05-05,11
423,114,38,2023-07-05,32
424,56,4,2023-04-29,76
425,23,32,2023-08-22,68
426,26,35,2023-06-11,95
427,36,24,2023-03-01,80
428,193,45,2023-12-21,97
429,32,8,2023-05-04,30
430,151,21,2023-08-16,5
431,187,35,2023-07-29,60
432,99,28,2023-07-05,88
433,90,31,2023-02-10,35
434,110,44,2023-06-30,69
435,81,16,2023-10-14,21
436,36,18,2023-09-16,84
437,64,10,2023-02-09,96
438,71,24,2023-07-05,89
439,166,31,2023-12-01,93
440,22,46,2023-09-05,0
441,64,24,2023-11-06,62
442,142,20,2023-04-28,27
443,154,2,2023-08-18,52
444,154,42,2023-08-03,42
445,185,39,2023-04-28,12
446,156,3,2023-10-19,11
447,73,48,2023-03-06,64
448,200,43,2023-10-03,74
449,177,4,2023-05-06,29
450,7,45,2023-07-28,73
451,169,43,2023-12-12,35
452,78,16,2023-10-27,0
453,53,17,2023-12-07,54
454,133,36,2023-03-12,89
455,156,25,2023-11-07,44
456,131,20,2023-05-14,45
457,49,41,2023-05-27,96
458,192,45,2023-06-24,57
459,101,24,2023-06-10,71
460,76,44,2023-03-02,89
461,166,8,2023-02-11,21
462,14,35,2023-07-29,3
463,62,16,2023-08-04,94
464,127,29,2023-09-16,12
465,99,25,2023-03-17,80
466,29,1,2023-10-22,73
467,62,26,2023-09-11,2
468,128,17,2023-11-20,85
469,164,20,2023-04-12,35
470,153,6,2023-04-03,24
471,19,49,2023-08-21,22
472,136,16,2023-01-08,20
473,4,20,2023-03-27,29
474,93,14,2023-03-03,94
475,82,11,2023-08-03,5
476,34,29,2023-05-15,93
477,100,41,2023-10-11,22
478,146,21,2023-12-31,25
479,108,50,2023-08-29,26
480,94,42,2023-02-21,25
481,140,27,2023-03-06,16
482,175,3,2023-01-18,37
483,45,18,2023-08-09,58
484,196,6,2023-01-13,7
485,121,50,2023-12-20,84
486,198,32,2023-03-27,57
487,19,31,2023-02-07,28
488,5,48,2023-03-09,79
489,151,27,2023-09-21,17
490,18,22,2023-09-29,4
491,4,46,2023-07-18,15
492,68,28,2023-08-05,92
493,56,7,2023-07-01,92
494,11,11,2023-03-07,26
495,16,45,2023-07-25,46
496,102,17,2023-12-23,80
497,130,33,2023-10-13,96
498,74,5,2023-05-04,97
499,161,23,2023-12-31,38
500,183,27,2023-05-31,87
501,129,39,2023-03-02,55
502,197,47,2023-06-22,19
503,107,36,2023-06-22,88
504,109,48,2023-10-30,8
505,180,21,2023-11-08,20
506,103,30,2023-11-12,60
507,22,45,2023-02-25,48
508,164,2,2023-01-24,0
509,138,49,2023-02-07,21
510,138,4,2023-07-01,47
511,158,42,2023-08-18,4
512,40,42,2023-07-29,68
513,72,12,2023-11-19,22
514,22,41,2023-08-19,87
515,80,29,2023-08-12,53
516,21,42,2023-05-29,13
517,131,9,2023-09-02,10
518,53,1,2023-12-25,97
519,40,26,2023-03-10,20
520,138,13,2023-04-04,27
521,84,41,2023-10-29,9
522,101,20,2023-09-18,19
523,151,21,2023-02-12,53
524,163,37,2023-03-19,13
525,196,6,2023-01-04,55
526,167,8,2023-10-31,29
527,175,11,2023-10-31,89
528,165,16,2023-07-09,21
529,17,34,2023-12-12,34
530,80,46,2023-11-29,91
531,179,50,2023-08-21,66
532,112,42,2023-07-14,91
533,187,49,2023-06-14,71
534,62,9,2023-08-13,86
535,15,39,2023-04-01,67
536,63,44,2023-09-18,75
537,23,27,2023-10-29,74
538,112,21,2023-05-24,42
539,30,29,2023-02-19,57
540,117,31,2023-04-29,20
541,157,48,2023-06-02,76
542,156,9,2023-09-10,68
543,15,17,2023-06-24,84
544,80,12,2023-01-25,72
545,171,44,2023-10-16,27
546,190,38,2023-09-23,57
547,169,21,2023-09-26,54
548,190,19,2023-10-24,22
549,45,13,2023-09-18,78
550,31,6,2023-08-07,56
551,4,27,2023-05-27,35
552,182,24,2023-06-15,40
553,36,12,2023-07-16,33
554,180,26,2023-06-13,77
555,3,25,2023-04-02,27
556,42,37,2023-03-15,93
557,128,15,2023-01-22,98
558,89,2,2023-04-18,2
559,134,2,2023-08-09,25
560,133,36,2023-09-23,51
561,185,42,2023-05-23,37
562,67,40,2023-10-22,48
563,43,41,2023-11-12,98
564,96,15,2023-06-10,68
565,33,6,2023-02-20,59
566,192,30,2023-06-27,11
567,200,13,2023-05-26,74
568,69,17,2023-03-26,14
569,188,45,2023-03-02,88
570,31,11,2023-05-28,16
571,198,4,2023-05-21,6
572,8,26,2023-09-07,29
573,86,40,2023-08-13,94
574,110,28,2023-04-25,89
575,70,39,2023-03-28,68
576,135,17,2023-05-28,14
577,17,10,2023-05-13,71
578,68,6,2023-11-07,61
579,183,24,2023-02-24,50
580,148,11,2023-04-29,83
581,161,37,2023-12-08,74
582,20,8,2023-05-23,91
583,128,1,2023-03-14,94
584,117,46,2023-02-19,17
585,131,34,2023-04-16,6
586,93,28,2023-10-10,66
587,15,50,2023-09-18,23
588,128,30,2023-03-28,68
589,146,44,2023-01-15,29
590,43,32,2023-11-03,16
591,95,8,2023-01-21,30
592,41,15,2023-10-04,6
593,66,46,2023-10-03,65
594,198,14,2023-04-10,77
595,27,13,2023-01-04,69
596,147,18,2023-09-08,9
597,173,19,2023-01-14,30
598,186,48,2023-07-09,68
599,30,32,2023-04-15,70
600,59,25,2023-05-25,10
601,190,9,2023-10-20,43
602,131,28,2023-08-07,67
603,1,14,2023-08-16,68
604,12,39,2023-09-24,11
605,4,14,2023-03-06,33
606,63,19,2023-08-21,33
607,12,47,2023-06-01,42
608,121,44,2023-02-26,70
609,94,13,2023-12-28,17
610,99,27,2023-03-03,22
611,39,12,2023-08-16,5
612,46,27,2023-08-10,54
613,10,10,2023-09-10,62
614,142,2,2023-05-15,26
615,183,19,2023-02-14,17
616,190,17,2023-03-12,28
617,168,16,2023-05-23,89
618,108,40,2023-12-09,81
619,58,29,2023-03-01,11
620,83,16,2023-07-01,66
621,64,24,2023-02-10,18
622,107,38,2023-04-24,79
623,185,44,2023-02-08,56
624,82,42,2023-06-17,9
625,70,30,2023-03-22,54
626,20,6,2023-09-17,92
627,147,1,2023-06-21,81
628,96,31,2023-05-22,69
629,31,9,2023-08-21,10
630,129,21,2023-11-19,94
631,173,45,2023-09-20,97
632,14,26,2023-12-11,41
633,46,44,2023-02-07,58
634,58,14,2023-12-28,21
635,133,46,2023-12-19,87
636,12,25,2023-06-11,35
637,103,46,2023-01-20,43
638,18,28,2023-08-10,3
639,120,48,2023-02-21,4
640,73,39,2023-12-28,97
641,199,17,2023-09-24,1
642,80,5,2023-06-12,99
643,84,7,2023-04-08,3
644,23,36,2023-10-13,99
645,142,4,2023-12-05,85
646,117,4,2023-11-17,88
647,3,22,2023-01-19,3
648,95,16,2023-11-21,92
649,52,31,2023-11-18,3
650,75,23,2023-01-05,10
651,145,39,2023-05-06,41
652,78,43,2023-03-12,21
653,190,39,2023-10-28,96
654,160,46,2023-07-12,95
655,63,48,2023-04-23,81
656,119,3,2023-12-11,74
657,95,1,2023-04-11,10
658,152,17,2023-05-16,10
659,127,33,2023-08-29,88
660,198,40,2023-03-19,24
661,199,25,2023-09-06,61
662,51,20,2023-04-06,12
663,188,26,2023-09-12,56
664,140,43,2023-05-25,100
665,195,24,2023-03-09,68
666,63,9,2023-04-12,82
667,39,36,2023-11-22,47
668,2,3,2023-02-15,7
669,105,38,2023-09-22,100
670,7,12,2023-04-20,80
671,60,17,2023-01-02,95
672,139,11,2023-08-11,77
673,89,33,2023-02-04,3
674,163,32,2023-09-09,92
675,178,22,2023-10-13,19
676,3,30,2023-11-09,45
677,86,9,2023-04-17,40
678,1,6,2023-12-30,48
679,195,21,2023-04-02,86
680,169,46,2023-01-20,14
681,97,34,2023-08-03,64
682,189,28,2023-12-19,82
683,187,10,2023-05-15,37
684,79,17,2023-11-11,96
685,27,8,2023-07-14,37
686,53,21,2023-11-20,33
687,136,3,2023-10-26,20
688,61,9,2023-05-01,10
689,108,32,2023-11-23,69
690,126,18,2023-06-28,18
691,16,48,2023-09-05,76
692,37,24,2023-09-29,85
693,183,28,2023-12-03,73
694,72,19,2023-04-03,69
695,24,17,2023-06-03,61
696,12,40,2023-04-29,36
697,60,49,2023-05-30,62
698,134,17,2023-12-09,66
699,106,34,2023-09-06,98
700,180,21,2023-09-08,9
701,96,28,2023-11-19,19
702,118,11,2023-07-20,22
703,192,21,2023-11-03,97
704,22,48,2023-07-02,36
705,149,32,2023-10-06,64
706,25,49,2023-09-04,79
707,130,10,2023-06-01,100
708,35,36,2023-02-19,5
709,164,43,2023-04-23,40
710,101,41,2023-02-27,48
711,20,29,2023-05-28,60
712,152,4,2023-08-03,5
713,146,13,2023-08-17,64
714,16,10,2023-06-16,55
715,112,4,2023-05-07,59
716,170,15,2023-12-06,3
717,34,12,2023-08-06,5
718,61,3,2023-03-01,76
719,75,31,2023-04-01,6
720,67,17,2023-08-26,0
721,81,11,2023-06-13,84
722,101,46,2023-12-05,33
723,180,30,2023-02-28,31
724,189,28,2023-06-27,48
725,84,8,2023-12-23,44
726,82,32,2023-07-23,81
727,116,3,2023-12-27,43
728,70,29,2023-03-07,11
729,60,23,2023-09-05,46
730,20,46,2023-09-08,92
731,52,36,2023-11-04,66
732,35,32,2023-07-30,35
733,200,30,2023-12-18,67
734,198,32,2023-05-01,19
735,150,8,2023-01-15,51
736,28,47,2023-05-29,48
737,40,10,2023-05-18,72
738,28,8,2023-09-17,15
739,43,23,2023-04-21,30
740,116,6,2023-07-29,52
741,120,14,2023-02-01,19
742,81,19,2023-10-15,34
743,105,12,2023-06-15,65
744,31,11,2023-05-14,29
745,138,48,2023-12-12,41
746,92,33,2023-06-12,47
747,198,18,2023-07-30,84
748,54,37,2023-07-20,6
749,116,43,2023-08-15,46
750,79,38,2023-08-06,39
751,119,14,2023-07-24,21
752,68,38,2023-05-14,100
753,31,1,2023-01-28,73
754,24,34,2023-05-18,48
755,41,50,2023-09-06,93
756,176,37,2023-04-23,5
757,78,12,2023-06-23,70
758,181,27,2023-11-22,91
759,179,5,2023-01-24,5
760,155,16,2023-06-07,80
761,11,50,2023-08-18,60
762,56,32,2023-07-29,6
763,84,44,2023-04-24,52
764,38,7,2023-10-21,26
765,24,22,2023-03-27,30
766,183,2,2023-10-02,52
767,64,19,2023-04-16,77
768,92,44,2023-11-17,78
769,102,44,2023-02-26,71
770,132,8,2023-11-11,58
771,13,26,2023-11-09,79
772,174,24,2023-06-18,45
773,77,38,2023-03-08,100
774,67,7,2023-11-06,2
775,45,21,2023-10-04,98
776,8,10,2023-01-11,79
777,104,2,2023-01-11,99
778,116,6,2023-07-14,81
779,143,30,2023-02-16,67
780,192,46,2023-12-27,23
781,141,43,2023-06-20,16
782,64,31,2023-06-30,8
783,25,30,2023-10-11,7
784,119,41,2023-02-02,34
785,27,18,2023-12-02,6
786,36,39,2023-01-26,15
787,32,43,2023-09-23,50
788,4,1,2023-04-18,32
789,16,22,2023-07-05,67
790,200,3,2023-10-02,15
791,57,42,2023-04-12,71
792,34,40,2023-03-22,67
793,51,29,2023-10-02,94
794,103,21,2023-07-22,0
795,96,47,2023-04-28,33
796,176,47,2023-05-29,80
797,162,37,2023-03-24,93
798,166,9,2023-07-11,33
799,22,14,2023-06-19,82
800,150,4,2023-07-31,22
801,151,42,2023-04-21,70
802,67,19,2023-10-11,60
803,20,21,2023-05-08,63
804,6,4,2023-01-07,31
805,17,48,2023-01-19,66
806,51,5,2023-01-11,24
807,166,36,2023-09-27,48
808,114,39,2023-02-22,91
809,33,25,2023-09-14,97
810,24,6,2023-07-23,24
811,85,26,2023-09-06,67
812,32,17,2023-01-22,82
813,11,12,2023-03-22,8
814,119,16,2023-05-25,51
815,13,50,2023-06-04,34
816,44,26,2023-01-13,31
817,147,6,2023-04-28,19
818,111,2,2023-11-20,86
819,186,14,2023-12-19,8
820,102,11,2023-05-07,18
821,128,25,2023-01-18,89
822,8,50,2023-05-20,51
823,98,26,2023-03-05,79
824,175,19,2023-07-13,86
825,110,42,2023-12-02,37
826,45,49,2023-07-25,92
827,91,42,2023-03-09,21
828,55,10,2023-05-19,66
829,48,8,2023-02-13,73
830,71,20,2023-02-09,82
831,72,32,2023-02-07,85
832,115,28,2023-09-16,85
833,39,48,2023-12-27,93
834,9,20,2023-08-01,39
835,158,44,2023-01-11,52
836,159,39,2023-01-08,38
837,158,9,2023-10-05,20
838,63,23,2023-11-06,2
839,166,43,2023-03-19,31
840,76,7,2023-02-18,53
841,128,24,2023-10-29,96
842,106,33,2023-07-20,91
843,141,13,2023-04-10,16
844,123,32,2023-11-07,47
845,16,29,2023-06-09,92
846,23,25,2023-06-15,92
847,72,31,2023-08-06,67
848,99,18,2023-09-20,55
849,36,37,2023-01-12,27
850,108,39,2023-06-04,13
851,52,28,2023-05-21,39
852,165,6,2023-08-23,99
853,135,49,2023-04-14,32
854,64,28,2023-02-21,10
855,162,24,2023-05-16,59
856,140,40,2023-12-02,5
857,5,12,2023-10-23,49
858,98,28,2023-08-30,37
859,183,41,2023-07-12,80
860,92,28,2023-05-30,49
861,123,6,2023-08-08,20
862,140,3,2023-02-17,45
863,125,33,2023-04-24,96
864,89,22,2023-07-28,47
865,145,30,2023-10-15,96
866,129,44,2023-05-23,37
867,83,15,2023-09-05,5
868,100,42,2023-05-26,23
869,70,44,2023-12-26,51
870,47,46,2023-10-01,100
871,7,10,2023-09-17,29
872,82,32,2023-05-06,92
873,153,34,2023-07-15,86
874,57,41,2023-01-09,47
875,8,42,2023-09-12,43
876,200,34,2023-07-21,69
877,72,6,2023-07-10,87
878,15,19,2023-10-07,23
879,121,30,2023-02-25,37
880,136,28,2023-08-20,24
881,92,6,2023-04-25,93
882,197,31,2023-10-23,2
883,150,20,2023-01-13,85
884,60,10,2023-07-23,10
885,41,9,2023-04-29,60
886,26,44,2023-08-17,48
887,64,20,2023-07-09,39
888,169,16,2023-09-02,52
889,62,34,2023-10-16,35
890,69,28,2023-02-25,37
891,137,19,2023-11-26,65
892,189,37,2023-06-09,73
893,15,4,2023-06-20,67
894,196,36,2023-03-15,64
895,57,5,2023-11-19,2
896,148,3,2023-02-12,98
897,100,33,2023-02-18,28
898,91,7,2023-10-15,93
899,45,33,2023-03-28,13
900,46,28,2023-04-17,47
901,61,27,2023-09-08,30
902,152,7,2023-10-31,71
903,82,30,2023-05-08,89
904,189,43,2023-02-12,64
905,179,47,2023-03-14,66
906,92,37,2023-07-26,22
907,152,17,2023-11-12,35
908,8,23,2023-08-31,42
909,181,17,2023-09-25,92
910,180,38,2023-10-18,17
911,91,6,2023-04-30,59
912,146,50,2023-01-31,78
913,145,33,2023-09-10,89
914,37,2,2023-05-10,7
915,145,8,2023-07-30,86
916,49,48,2023-06-09,88
917,127,43,2023-06-22,43
918,139,30,2023-03-19,4
919,80,12,2023-01-19,37
920,45,12,2023-06-14,87
921,126,26,2023-12-19,81
922,10,3,2023-10-17,7
923,24,6,2023-11-03,37
924,15,27,2023-07-28,30
925,60,46,2023-01-03,26
926,155,20,2023-05-18,27
927,57,21,2023-12-20,26
928,6,38,2023-04-18,97
929,135,47,2023-10-15,45
